"","Iteration","f1_TRT","f2_ATT","Temperature","C_epoch_number","L_iteration_per_epoch","A_num_accepted_moves_per_epoch","eps_num_epochs_without_accepting_solution","Route"
"1",0,138,12.6872985170858,500,1,0,0,0,NA
"2",0,110,11.7498388136686,500,1,0,0,0,NA
"3",1,107,11.7498388136686,500,1,1,1,0,NA
"4",2,107,11.7498388136686,500,1,2,2,0,NA
"5",0,107,11.7498388136686,475,2,0,0,0,NA
"6",1,109,11.6918117343649,475,2,1,1,0,NA
"7",2,109,11.6918117343649,475,2,2,2,0,NA
"8",0,108,11.7014829142489,451.25,3,0,0,0,NA
"9",1,108,11.7014829142489,451.25,3,1,1,0,NA
"10",2,101,12.3223726627982,451.25,3,2,2,0,NA
"11",0,109,12.2740167633785,428.6875,4,0,0,0,NA
"12",1,101,12.3223726627982,428.6875,4,1,0,0,NA
"13",2,101,12.3223726627982,428.6875,4,2,1,0,NA
"14",0,92,12.3320438426821,407.253125,5,0,0,0,NA
"15",1,98,12.3320438426821,407.253125,5,1,1,0,NA
"16",2,100,12.2836879432624,407.253125,5,2,2,0,NA
"17",0,95,12.5486782720825,386.89046875,6,0,0,0,NA
"18",1,102,11.8214055448098,386.89046875,6,1,0,0,NA
"19",2,98,11.8310767246937,386.89046875,6,2,1,0,NA
"20",0,98,11.8310767246937,367.5459453125,7,0,0,0,NA
"21",1,103,11.5357833655706,367.5459453125,7,1,1,0,NA
"22",2,105,11.5261121856867,367.5459453125,7,2,2,0,NA
"23",0,105,11.5261121856867,349.168648046875,8,0,0,0,NA
"24",1,97,11.5551257253385,349.168648046875,8,1,1,0,NA
"25",2,89,12.1276595744681,349.168648046875,8,2,2,0,NA
"26",0,97,12.1276595744681,331.710215644531,9,0,0,0,NA
"27",1,90,12.8549323017408,331.710215644531,9,1,1,0,NA
"28",2,100,12.2862669245648,331.710215644531,9,2,1,0,NA
"29",0,104,12.063829787234,315.124704862305,10,0,0,0,NA
"30",1,104,12.063829787234,315.124704862305,10,1,0,0,NA
"31",2,126,11.3326885880077,315.124704862305,10,2,0,0,NA
"32",0,116,11.8175370728562,299.368469619189,11,0,0,0,NA
"33",1,124,11.7949709864603,299.368469619189,11,1,0,0,NA
"34",2,124,11.7949709864603,299.368469619189,11,2,0,0,NA
"35",0,126,11.7788523533204,284.40004613823,12,0,0,1,NA
"36",1,133,11.1676337846551,284.40004613823,12,1,0,1,NA
"37",2,133,11.1676337846551,284.40004613823,12,2,1,0,NA
"38",0,125,11.3062540296583,270.180043831318,13,0,0,0,NA
"39",1,135,10.8736299161831,270.180043831318,13,1,1,0,NA
"40",2,145,10.8736299161831,270.180043831318,13,2,2,0,NA
"41",0,148,10.8639587362992,256.671041639752,14,0,0,0,NA
"42",1,146,10.9671179883946,256.671041639752,14,1,1,0,NA
"43",2,146,10.9671179883946,256.671041639752,14,2,1,0,NA
"44",0,156,10.9606705351386,243.837489557765,15,0,0,0,NA
"45",1,151,11.2559638942618,243.837489557765,15,1,0,0,NA
"46",2,151,11.2559638942618,243.837489557765,15,2,0,0,NA
"47",0,151,11.2559638942618,231.645615079877,16,0,0,1,NA
"48",1,153,11.2559638942618,231.645615079877,16,1,0,1,NA
"49",2,157,11.2559638942618,231.645615079877,16,2,0,1,NA
"50",0,154,11.2559638942618,220.063334325883,17,0,0,2,NA
"51",1,152,11.2882011605416,220.063334325883,17,1,0,2,NA
"52",2,155,13.0212765957447,220.063334325883,17,2,0,2,NA
"53",0,155,13.0212765957447,209.060167609589,18,0,0,3,NA
"54",1,162,12.3558994197292,209.060167609589,18,1,0,3,NA
"55",2,172,12.3139909735654,209.060167609589,18,2,0,3,NA
