,f1_ATT,f2_TRT,HV,Temperature,C_epoch_number,L_iteration_per_epoch,A_num_accepted_moves_per_epoch,eps_num_epochs_without_accepting_solution,Route
0,11.232753062540297,122,0.5144088272186012,40,1,0,0,0,6-14-5-2-1-0*8-14-5-3-4*12-10-9-7-5-3-4*11-10-9*0-1-2-5-7-9-13-12*14-6-9*
1,11.528046421663444,117,0.5144088272186012,40,1,1,0,0,6-14-5-2-1-0*8-14-5-3-4*12-10-9-7-5-3-4*11-10-9*0-1-2-5-7-9-13-12*14-6-9*
2,11.34107027724049,127,0.53771452368152,39.92,2,1,0,0,6-14-5-2-1-0*8-14-5-3-4*10-9-7-5-3-4*11-10-9*0-1-2-5-7-9-13-12*14-6-9*
3,11.312056737588652,134,0.53771452368152,39.92,2,2,0,0,6-14-5-2-1-0*8-14-5-3-4*10-9-7-5-3-4*3-11-10-9*0-1-2-5-7-9-13-12*14-6-9*
4,11.30174081237911,136,0.53771452368152,39.92,2,3,0,0,6-14-5-2-1-0*8-14-5-3-4*10-9-7-5-3-4*3-11-10-9-6*0-1-2-5-7-9-13-12*14-6-9*
5,11.006447453255964,141,0.53771452368152,39.92,2,4,0,0,6-14-5-2-1-0*8-14-5-3-4*10-9-7-5-3-4*3-11-10-9-6-14*0-1-2-5-7-9-13-12*14-6-9*
6,10.813023855577047,147,0.5620186019470731,39.840160000000004,3,1,0,0,6-14-5-2-1-0*8-14-5-3-4*10-9-7-5-3-4*3-11-10-9-6-14*0-1-2-5-7-9-13-12-10*14-6-9*
7,10.987105093488072,139,0.5812896762591685,39.76047968,4,1,0,0,6-14-5-2-1-0*8-14-5-3-4-1*10-9-7-5-3-4*3-11-10-9-6-14*0-1-2-5-7-9-13-12-10*14-6-9*
8,10.987105093488072,145,0.5820755356531941,39.68095872064,5,1,0,0,6-14-5-2-1-0*8-14-5-3-4-1*10-9-7-5-3-4*3-11-10-9-6-14*1-2-5-7-9-13-12-10*14-6-9*
9,10.941972920696324,155,0.5820755356531941,39.60159680319872,6,1,0,0,6-14-5-2-1-0*8-14-5-3-4-1*10-9-7-5-3-4-1*3-11-10-9-6-14*1-2-5-7-9-13-12-10*14-6-9*
