,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11
0,81.94724822260883,81.94724822260883,81.94724822260883,81.94724822260883,82.7801889466012,82.7801889466012,82.7801889466012,82.7801889466012,82.79472484983678,82.79472484983678,82.79472484983678,82.79472484983678
1,6.759531738169467,8.18582111408724,4.0459360314556045,2.870146090194138,11.21887376021531,6.9162356077460005,6.016765014847458,9.62330242241649,2.9024910005901012,3.688012718169054,6.7131209559118385,12.691944373279625
2,4.242153399388363,6.085900047319219,4.334577784665049,1.8618461768729684,8.633529383686428,3.4872336715673646,2.009415527981059,1.9531709942514712,1.4416176501290108,1.5139029864496463,1.5631740274027621,1.623630363529666
3,3.914994886669704,4.762271369427178,3.372479042396123,1.657625726960938,6.2404739578264286,2.7600514169413928,2.1654338007960874,1.4288525632102074,1.2512465935613197,1.2954062376160795,1.320730126571721,1.3476778081163734
4,3.3334009152650497,3.7720900032767166,2.674899590744932,1.4334688950531498,4.640068712987696,2.231397859716848,1.8883773807783668,1.1769490621753138,1.1377554605189206,1.179044241381036,1.2022871182038943,1.2264484122219954
5,2.8257046744829184,3.0047532817896854,2.149874142482699,1.2399925529101075,3.4535824250710117,1.8206815015451547,1.5604426589027054,1.0299112546108797,1.0540230463190574,1.0936838476894162,1.1159710711576514,1.13915312615966
6,2.377653168042639,2.4034036778909194,1.7471584881656603,1.0895061443644642,2.5700758185290735,1.4954208505811926,1.2941179498185953,0.9352317840664675,0.9878702699886635,1.026401367711415,1.0480086826372572,1.0704987430037554
7,1.9864305855189675,1.931466751735442,1.4387664022148836,0.9764290904185046,1.9215519073496004,1.2383132617239248,1.090364283270151,0.867108297032488,0.9330157731369928,0.9708734838592598,0.9920510278373545,1.0140414767837875
8,1.648101290900223,1.5631940523132208,1.203801625480903,0.8925913011435874,1.4510807768622094,1.039032054835672,0.9386829358278959,0.8135596342603902,0.8859538891069468,0.9234411665831194,0.9443904077288694,0.9660668588862251
9,1.3625584505176278,1.2785351938299598,1.026797299038227,0.8301365141880711,1.1168054603470454,0.8886567565317323,0.8288359919622996,0.7691005061073555,0.8446476213688238,0.8819116838961637,0.9027623846460114,0.9242552784722363
10,1.126515011671987,1.062357477476078,0.8959926957800742,0.7823901651633247,0.8862767390236851,0.777865867911433,0.75027796192581,0.731036645271821,0.8077538619596303,0.8449092654279692,0.8657252554203316,0.8870901859284761
11,0.9368077610974003,0.9015230251541844,0.8009575730528588,0.7441898061314896,0.7332526960633183,0.6994818273808939,0.6945454837096874,0.6977347169869812,0.7744368758357494,0.8115074825975755,0.8322785236081061,0.8535738595390577
12,0.7903364638163402,0.7847383876467685,0.732712570550011,0.7120893544838639,0.6361534311435488,0.6455638929216039,0.6542897057881517,0.6681576263478827,0.7441265222556883,0.7810714899845442,0.8017677214642253,0.8230302306579427
13,0.6823577368289026,0.7021192764191506,0.6835256125721404,0.6839549066172562,0.5766007695425645,0.6079874324982356,0.623451656594532,0.6415539556279777,0.7163535669428699,0.7531374303155596,0.7737360007512177,0.7949478629607699
14,0.6069306680972021,0.6445805392336176,0.6471360905002753,0.6585877072118411,0.5396521687313237,0.5801293601495727,0.5981320434607633,0.6174029462460578,0.6907558770835609,0.727340505585881,0.7478497500811422,0.7689783060530059
15,0.5565651045825467,0.6043778737776013,0.6186149574786758,0.6353302326965788,0.5148987097582887,0.5577109998240752,0.576133323078759,0.5953302422484023,0.6670921438795189,0.7034401607603682,0.7238385605179654,0.7448632736737908
16,0.5232757048712231,0.5752090936222104,0.5950200438973346,0.6138223787829086,0.49610569585035796,0.5383654409765257,0.5563300099078756,0.5750107863162347,0.6451482259300828,0.6812057865945402,0.7014684094313539,0.7223860982748015
17,0.5002560229297878,0.5526307479648939,0.5745393753694044,0.5938413233406108,0.48018771712617103,0.5209556241503261,0.5381810351527316,0.5562121326262373,0.6247460901951962,0.6604776060351714,0.6805406780456011,0.7013633246027144
18,0.4827831775778988,0.5338648701798763,0.5560892035886693,0.5752075472557657,0.4658485959355853,0.5049255951104368,0.5213792226133912,0.538762946542625,0.6057261886512292,0.6410986032381187,0.6609350021625536,0.6816323287520755
19,0.4681202344069745,0.5173293569065847,0.539132675751053,0.5577730093842536,0.45258990535370613,0.49001808337524416,0.5057285222235091,0.5225167525720945,0.5879840617510512,0.6229242818749843,0.6425329309063227,0.663066814141812
20,0.4549995417110067,0.5022412541166968,0.5233937822225526,0.5414470620392281,0.44021598991499195,0.4760889122611228,0.4910982111133387,0.5073245244751002,0.5713739210207742,0.6058602352281182,0.62523157386947,0.6455793351333692
21,0.44285016301503033,0.48824216981973617,0.5087164826314202,0.5261441905493586,0.4286356757276464,0.4630297378190912,0.47739140701212474,0.49308471683975974,0.555780013410638,0.5898374164739578,0.6089251233218321,0.6290707608791699
22,0.43146835212712376,0.47515681659759124,0.4949450553126934,0.511778942833235,0.41775137232444526,0.45078607346933114,0.4645265646570586,0.4797128830719384,0.5411222418516027,0.574726879947178,0.5935292593400376,0.6134872859901993
23,0.42077062985221414,0.462872483291847,0.48200841228687663,0.4982845545196431,0.4075007912743853,0.4392607939860169,0.4524414471718668,0.4671409663359601,0.5273252109004576,0.5604581390465136,0.5789798105387163,0.5987312247135254
24,0.41071626194124783,0.4513385133083968,0.46984999329568655,0.48559147214417847,0.39785156456358317,0.42841845059437544,0.4410698291037063,0.4553194555817941,0.5143222168476342,0.5469788276708686,0.5652309157564896,0.5847699026495653
25,0.40127384393941706,0.44051016023213835,0.458396325569687,0.47363650367749777,0.3887850595204429,0.4181932642720246,0.43035065468472067,0.4441792596191896,0.5020557368332137,0.5342199194038628,0.5522133287000868,0.5715267014939593
26,0.392401330799352,0.43032791025404826,0.4476176132549789,0.4623675656137244,0.3802834301856058,0.40855606533218214,0.42024829034676814,0.4336668349496977,0.49047917150220693,0.5221313529991596,0.5398639044150764,0.5589445201947149
