,f1_ATT,f2_TRT,HV,Temperature,C_epoch_number,L_iteration_per_epoch,A_num_accepted_moves_per_epoch,eps_num_epochs_without_accepting_solution,Route
0,12.07672469374597,93,0.5176067090000431,40,1,0,0,0,0-1-2-5-14-6*8-14-6*14-6-9-13-12*12-10-9-7-5-3-4*5-2-1*11-3-1*
1,11.377820760799484,103,0.5176067090000431,40,1,1,0,0,0-1-2-5-14-6*8-14-6*14-6-9-13-12*12-10-9-7-5-3-4*5-2-1*11-3-1*
2,11.748549323017409,98,0.6270297042845313,39.92,2,1,0,0,0-1-2-5-14-6*8-14-6*14-6-9-13-12*12-10-9-7-5-3-4*5-2-1*10-11-3-1*
3,11.618955512572533,105,0.6291528594414266,39.840160000000004,3,1,0,0,0-1-2-5-14-6*8-14-6*14-6-9-13-12*10-9-7-5-3-4*5-2-1*10-11-3-1*
4,12.227595099935526,95,0.6291528594414266,39.840160000000004,3,2,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12*10-9-7-5-3-4*5-2-1*10-11-3-1*
5,12.022566086395873,100,0.6291528594414266,39.840160000000004,3,3,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12*10-9-7-5-3-4*5-2-1*11-3-1*
6,12.227595099935526,95,0.6291528594414266,39.840160000000004,3,4,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12-10*10-9-7-5-3-4*5-2-1*11-3-1*
7,12.127014829142489,101,0.6291528594414266,39.840160000000004,3,5,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12*10-9-7-5-3-4*5-2-1*11-3-1*
8,11.518375241779497,111,0.6291528594414266,39.840160000000004,3,6,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12*10-9-7-5-3-4-1*5-2-1*11-3-1*
9,12.127014829142489,101,0.6291528594414266,39.840160000000004,3,7,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12*10-9-7-5-3-4-1*5-2-1*10-11-3-1*
10,12.088330109606705,103,0.6291528594414266,39.840160000000004,3,8,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12*10-9-7-5-3-4-1*5-2-1*11-3-1*
11,12.088330109606705,101,0.6291528594414266,39.840160000000004,3,9,0,0,0-1-2-5-14-6-9*8-14-6*14-6-9-13-12*10-9-7-5-3-4-1-2*5-2-1*11-3-1*
12,11.883301096067054,106,0.6291528594414266,39.840160000000004,3,10,0,0,0-1-2-5-14-6-9*8-14-6*6-9-13-12*10-9-7-5-3-4-1-2*5-2-1*11-3-1*
13,12.088330109606705,101,0.6291528594414266,39.76047968,4,1,0,1,0-1-2-5-14-6-9*8-14-6*6-9-13-12-10*10-9-7-5-3-4-1-2*5-2-1*11-3-1*
14,11.277240490006447,111,0.6291528594414266,39.76047968,4,2,0,1,0-1-2-5-14-6-9*8-14-6*6-9-13-12*10-9-7-5-3-4-1-2*5-2-1*11-3-1*
15,11.266924564796906,119,0.6438589416047867,39.68095872064,5,1,0,0,0-1-2-5-14-6-9*8-14-6*6-9-13-12*11-10-9-7-5-3-4-1-2*5-2-1*11-3-1*
16,11.225660863958737,121,0.6452604742820299,39.60159680319872,6,1,0,0,0-1-2-5-14-6-9-13*8-14-6*6-9-13-12*11-10-9-7-5-3-4-1-2*5-2-1*11-3-1*
17,11.225660863958737,119,0.6507598215489274,39.52239360959232,7,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*6-9-13-12*11-10-9-7-5-3-4-1-2*5-2-1*11-3-1*
18,11.109606705351386,121,0.6508666049910031,39.44334882237314,8,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*6-9-13*11-10-9-7-5-3-4-1-2*5-2-1*11-3-1*
19,11.109606705351386,123,0.6663335191791525,39.36446212472839,9,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*6-9-13*11-10-9-7-5-3-4-1-2*7-5-2-1*11-3-1*
20,11.06447453255964,131,0.6663335191791525,39.28573320047894,10,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*7-5-2-1*11-3-1*
21,11.06447453255964,133,0.6717644583034702,39.20716173407798,11,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*9-7-5-2-1*11-3-1*
22,11.06447453255964,131,0.6717644583034702,39.12874741060982,12,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*14-6-9-13-12*11-10-9-7-5-3-4-1-2*9-7-5-2-1*11-3-1*
23,11.059316569954868,141,0.6717644583034702,39.050489915788596,13,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*9-7-5-2-1*11-3-1*
24,11.052869116698904,144,0.6723183974092379,38.97238893595702,14,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*9-7-5-2-1*10-11-3-1*
25,10.757575757575758,149,0.6729857939222108,38.89444415808511,15,1,0,0,0-1-2-5-14-6-9-13-12*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*9-7-5-2-1-3*10-11-3-1*
26,10.707285622179239,154,0.7016421316979891,38.81665526976894,16,1,0,0,0-1-2-5-14-6-9-13-12-10*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*9-7-5-2-1-3*10-11-3-1*
27,10.707285622179239,161,0.7061971128990299,38.7390219592294,17,1,0,0,0-1-2-5-14-6-9-13-12-10*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*9-7-5-2-1-3*12-10-11-3-1*
28,10.697614442295293,171,0.7061971128990299,38.661543915310936,18,1,0,0,0-1-2-5-14-6-9-13-12-10*8-14-6*14-6-9-13*11-10-9-7-5-3-4-1-2*6-9-7-5-2-1-3*12-10-11-3-1*
