,Source,Target,Travel_time,Demand,Demand_per_minute,Routes
12,0,1,11.0,1030.0,93.63636363636364,0-9-1*
308,0,1,13.0,1238.0,95.23076923076923,0-8-9-1*
304,0,1,12.0,1170.0,97.5,0-3-9-1*
313,0,1,14.0,1573.0,112.35714285714286,0-4-9-1*
307,0,1,13.0,1555.0,119.61538461538461,0-5-9-1*
323,0,1,16.0,1936.0,121.0,0-8-4-9-1*
13,0,1,11.0,1468.0,133.45454545454547,0-4-8-1*
2,0,1,7.0,1232.0,176.0,0-8-1*
312,0,1,14.0,3135.0,223.92857142857142,0-3-8-9-1*
306,0,1,13.0,3135.0,241.15384615384616,0-8-3-9-1*
330,0,1,17.0,5906.0,347.4117647058824,0-2-5-9-1*
315,0,1,15.0,5267.0,351.1333333333333,0-8-5-9-1*
318,0,1,15.0,5267.0,351.1333333333333,0-5-8-9-1*
6,0,1,8.0,3074.0,384.25,0-3-8-1*
321,0,1,16.0,7063.0,441.4375,0-2-3-9-1*
317,0,1,15.0,7075.0,471.6666666666667,0-8-6-9-1*
327,0,1,16.0,7554.0,472.125,0-2-8-9-1*
314,0,1,14.0,7075.0,505.35714285714283,0-6-8-9-1*
305,0,1,12.0,6077.0,506.4166666666667,0-6-9-1*
0,0,1,2.0,1030.0,515.0,0-1*
326,0,1,16.0,9231.0,576.9375,0-3-8-6-9-1*
7,0,1,9.0,5233.0,581.4444444444445,0-5-8-1*
325,0,1,16.0,10220.0,638.75,0-3-8-5-9-1*
14,0,1,12.0,7944.0,662.0,0-4-8-2-1*
333,0,1,17.0,11361.0,668.2941176470588,0-8-2-3-9-1*
3,0,1,7.0,4984.0,712.0,0-2-1*
9,0,1,10.0,7519.0,751.9,0-2-8-1*
328,0,1,16.0,13951.0,871.9375,0-7-4-9-1*
296,0,1,8.0,7062.0,882.75,0-6-8-1*
5,0,1,8.0,7519.0,939.875,0-8-2-1*
311,0,1,14.0,14071.0,1005.0714285714286,0-7-3-9-1*
309,0,1,13.0,13079.0,1006.0769230769231,0-7-9-1*
10,0,1,10.0,11888.0,1188.8,0-5-8-2-1*
319,0,1,15.0,18339.0,1222.6,0-7-5-9-1*
8,0,1,9.0,11271.0,1252.3333333333333,0-3-8-2-1*
297,0,1,9.0,13500.0,1500.0,0-6-8-2-1*
322,0,1,16.0,26925.0,1682.8125,0-6-7-3-9-1*
329,0,1,16.0,27128.0,1695.5,0-6-8-5-9-1*
316,0,1,15.0,25674.0,1711.6,0-6-7-9-1*
310,0,1,14.0,25674.0,1833.857142857143,0-7-6-9-1*
320,0,1,15.0,35785.0,2385.6666666666665,0-7-8-9-1*
1,0,1,5.0,13072.0,2614.4,0-7-1*
331,0,1,17.0,46958.0,2762.235294117647,0-6-7-5-9-1*
332,0,1,17.0,49170.0,2892.3529411764707,0-6-7-8-9-1*
324,0,1,16.0,49170.0,3073.125,0-7-6-8-9-1*
11,0,1,10.0,35790.0,3579.0,0-2-7-1*
4,0,1,7.0,25660.0,3665.714285714286,0-6-7-1*
298,0,1,9.0,35772.0,3974.6666666666665,0-7-8-1*
302,0,1,11.0,49150.0,4468.181818181818,0-6-7-8-1*
299,0,1,10.0,49150.0,4915.0,0-7-6-8-1*
300,0,1,10.0,60823.0,6082.3,0-7-8-2-1*
303,0,1,12.0,74352.0,6196.0,0-6-7-8-2-1*
301,0,1,11.0,74352.0,6759.272727272727,0-7-6-8-2-1*
40,0,2,10.0,106.0,10.6,0-9-2*
15,0,2,4.0,77.0,19.25,0-2*
29,0,2,8.0,319.0,39.875,0-4-2*
58,0,2,13.0,810.0,62.30769230769231,0-9-4-2*
53,0,2,12.0,965.0,80.41666666666667,0-9-5-2*
22,0,2,6.0,908.0,151.33333333333334,0-5-2*
47,0,2,11.0,2128.0,193.45454545454547,0-9-3-2*
753,0,2,11.0,2128.0,193.45454545454547,0-3-9-2*
49,0,2,11.0,2524.0,229.45454545454547,0-9-8-2*
742,0,2,10.0,2886.0,288.6,0-8-4-2*
37,0,2,9.0,2886.0,320.6666666666667,0-4-8-2*
20,0,2,6.0,2044.0,340.6666666666667,0-3-2*
61,0,2,13.0,4903.0,377.15384615384613,0-9-6-2*
758,0,2,11.0,4903.0,445.72727272727275,0-6-9-2*
56,0,2,13.0,6303.0,484.84615384615387,0-9-8-3-2*
18,0,2,5.0,2489.0,497.8,0-8-2*
59,0,2,13.0,6887.0,529.7692307692307,0-9-5-8-2*
50,0,2,11.0,6303.0,573.0,0-9-3-8-2*
63,0,2,13.0,8111.0,623.9230769230769,0-9-6-8-2*
57,0,2,13.0,9227.0,709.7692307692307,0-4-8-6-2*
46,0,2,11.0,8384.0,762.1818181818181,0-4-8-3-2*
754,0,2,11.0,8384.0,762.1818181818181,0-3-8-4-2*
19,0,2,6.0,4867.0,811.1666666666666,0-6-2*
759,0,2,11.0,9227.0,838.8181818181819,0-6-8-4-2*
52,0,2,12.0,10095.0,841.25,0-4-8-5-2*
30,0,2,8.0,6824.0,853.0,0-8-5-2*
25,0,2,7.0,6213.0,887.5714285714286,0-8-3-2*
38,0,2,9.0,8069.0,896.5555555555555,0-8-6-2*
27,0,2,7.0,6824.0,974.8571428571429,0-5-8-2*
16,0,2,5.0,4984.0,996.8,0-1-2*
23,0,2,6.0,6213.0,1035.5,0-3-8-2*
746,0,2,10.0,12052.0,1205.2,0-3-8-6-2*
21,0,2,6.0,8069.0,1344.8333333333333,0-6-8-2*
28,0,2,8.0,12052.0,1506.5,0-6-8-3-2*
35,0,2,9.0,13604.0,1511.5555555555557,0-5-8-3-2*
740,0,2,9.0,13604.0,1511.5555555555557,0-3-8-5-2*
62,0,2,13.0,23001.0,1769.3076923076924,0-9-7-2*
64,0,2,14.0,25875.0,1848.2142857142858,0-9-3-7-2*
45,0,2,11.0,23536.0,2139.6363636363635,0-4-7-2*
749,0,2,10.0,23536.0,2353.6,0-7-4-2*
31,0,2,9.0,25784.0,2864.8888888888887,0-3-7-2*
36,0,2,9.0,28428.0,3158.6666666666665,0-6-8-5-2*
34,0,2,9.0,28531.0,3170.1111111111113,0-5-7-2*
738,0,2,8.0,25784.0,3223.0,0-7-3-2*
755,0,2,11.0,38637.0,3512.4545454545455,0-1-7-3-2*
739,0,2,8.0,28531.0,3566.375,0-7-5-2*
55,0,2,13.0,48601.0,3738.5384615384614,0-4-7-8-2*
60,0,2,13.0,48601.0,3738.5384615384614,0-4-8-7-2*
756,0,2,11.0,41390.0,3762.7272727272725,0-1-7-5-2*
