,f1_ATT,f2_TRT,HV,Temperature,C_epoch_number,L_iteration_per_epoch,A_num_accepted_moves_per_epoch,eps_num_epochs_without_accepting_solution,Route
0,11.218568665377177,137,0.4403572164319771,40,1,0,0,0,11-10-12-13*12-13-9-7-5-2-1-0*4-3-5-7-9*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
1,11.218568665377177,144,0.4403572164319771,40,1,1,0,0,11-10-12-13*12-13-9-7-5-2-1-0*4-3-5-7-9*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
2,11.030303030303031,150,0.4403572164319771,39.92,2,1,0,0,11-10-12-13*12-13-9-7-5-2-1-0*4-3-5-7-9-6*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
3,11.030303030303031,155,0.4583835962473779,39.840160000000004,3,1,0,0,11-10-12-13*12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
4,11.030303030303031,150,0.4583835962473779,39.76047968,4,1,0,0,11-10-12-13*12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*10-12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
5,11.030303030303031,155,0.4583835962473779,39.68095872064,5,1,0,0,11-10-12-13*12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
6,11.030303030303031,153,0.4583835962473779,39.60159680319872,6,1,0,0,11-10-12-13*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
7,11.030303030303031,163,0.4583835962473779,39.52239360959232,7,1,0,0,11-10-12*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
8,11.030303030303031,173,0.4583835962473779,39.44334882237314,8,1,0,0,11-10-12-9*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*11-3-5-14-6*10-9-7-5-3-4*
9,11.333333333333334,171,0.4583835962473779,39.36446212472839,9,1,0,0,11-10-12-9*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*10-11-3-5-14-6*10-9-7-5-3-4*
10,11.333333333333334,161,0.4583835962473779,39.36446212472839,9,2,0,0,11-10-12-9*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*10-11-3-5-14*10-9-7-5-3-4*
11,11.333333333333334,171,0.4583835962473779,39.36446212472839,9,3,0,0,11-10-12*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*10-11-3-5-14*10-9-7-5-3-4*
12,11.333333333333334,176,0.4583835962473779,39.36446212472839,9,4,0,0,11-10-12-9*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*12-9-6-14-8*10-11-3-5-14*10-9-7-5-3-4*
13,11.333333333333334,186,0.4583835962473779,39.36446212472839,9,5,0,0,11-10-12-9*10-12-13-9-7-5-2-1-0*1-4-3-5-7-9-6*10-12-9-6-14-8*10-11-3-5-14*10-9-7-5-3-4*
