,Source,Target,Travel_time,Demand,Demand_per_minute,Routes
0,0,1,8.0,800.0,100.0,0-1*
1,0,2,10.0,1300.0,130.0,0-1-2*
3,0,2,25.0,3420.0,136.8,0-1-4-3-5-2*
2,0,2,18.0,2900.0,161.11111111111111,0-1-3-5-2*
6,0,3,18.0,1460.0,81.11111111111111,0-1-4-3*
4,0,3,11.0,1160.0,105.45454545454545,0-1-3*
5,0,3,17.0,2900.0,170.58823529411765,0-1-2-5-3*
540,0,3,48.0,9950.0,207.29166666666666,0-1-2-5-7-9-10-11-3*
542,0,3,39.0,9950.0,255.12820512820514,0-1-2-5-14-6-9-10-11-3*
541,0,3,24.0,9950.0,414.5833333333333,0-1-2-5-14-7-9-10-11-3*
543,0,3,24.0,11830.0,492.9166666666667,0-1-2-5-7-14-6-9-10-11-3*
7,0,4,14.0,1000.0,71.42857142857143,0-1-4*
8,0,4,15.0,1460.0,97.33333333333333,0-1-3-4*
9,0,4,21.0,3420.0,162.85714285714286,0-1-2-5-3-4*
12,0,5,22.0,2420.0,110.0,0-1-4-3-5*
11,0,5,15.0,2020.0,134.66666666666666,0-1-3-5*
10,0,5,13.0,2320.0,178.46153846153845,0-1-2-5*
966,0,5,48.0,8740.0,182.08333333333334,0-1-3-11-10-9-6-14-5*
965,0,5,46.0,8740.0,190.0,0-1-3-11-10-9-7-5*
17,0,6,27.0,3100.0,114.81481481481481,0-1-4-3-5-14-6*
15,0,6,20.0,2650.0,132.5,0-1-3-5-14-6*
13,0,6,18.0,3030.0,168.33333333333334,0-1-2-5-14-6*
1097,0,6,20.0,3380.0,169.0,0-1-3-5-7-14-6*
16,0,6,19.0,3380.0,177.89473684210526,0-1-3-5-7-14-6*
14,0,6,19.0,3840.0,202.10526315789474,0-1-2-5-7-14-6*
22,0,6,49.0,9950.0,203.0612244897959,0-1-2-5-3-11-10-9-6*
18,0,6,19.0,3880.0,204.21052631578948,0-1-4-3-5-7-14-6*
