,Source,Target,Travel_time,Demand,Demand_per_minute,Routes
0,0,1,8.0,800.0,100.0,0-1*
1,0,2,10.0,1300.0,130.0,0-1-2*
2,0,3,11.0,1160.0,105.45454545454545,0-1-3*
3,0,4,14.0,1000.0,71.42857142857143,0-1-4*
4,0,5,13.0,2320.0,178.46153846153845,0-1-2-5*
5,0,6,18.0,3030.0,168.33333333333334,0-1-2-5-14-6*
6,0,7,15.0,3030.0,202.0,0-1-2-5-7*
7,0,8,24.0,2500.0,104.16666666666667,0-1-2-5-14-8*
8,0,9,23.0,6340.0,275.6521739130435,0-1-2-5-7-9*
9,0,10,28.0,7870.0,281.07142857142856,0-1-2-5-7-9-10*
95,0,10,30.0,7920.0,264.0,0-1-3-5-7-9-10*
10,0,11,21.0,1280.0,60.95238095238095,0-1-3-11*
11,0,12,33.0,7500.0,227.27272727272728,0-1-2-5-7-9-12*
104,0,12,35.0,7510.0,214.57142857142858,0-1-3-5-7-9-12*
12,0,13,31.0,6790.0,219.03225806451613,0-1-2-5-7-9-13*
108,0,13,33.0,6800.0,206.06060606060606,0-1-3-5-7-9-13*
13,0,14,16.0,2320.0,145.0,0-1-2-5-14*
14,1,2,2.0,100.0,50.0,1-2*
15,1,3,3.0,240.0,80.0,1-3*
16,1,4,6.0,40.0,6.666666666666667,1-4*
17,1,5,5.0,820.0,164.0,1-2-5*
18,1,6,10.0,1380.0,138.0,1-2-5-14-6*
19,1,7,7.0,1380.0,197.14285714285714,1-2-5-7*
20,1,8,16.0,940.0,58.75,1-2-5-14-8*
21,1,9,15.0,4370.0,291.3333333333333,1-2-5-7-9*
22,1,10,20.0,5840.0,292.0,1-2-5-7-9-10*
96,1,10,22.0,6170.0,280.45454545454544,1-3-5-7-9-10*
23,1,11,13.0,310.0,23.846153846153847,1-3-11*
24,1,12,25.0,5460.0,218.4,1-2-5-7-9-12*
105,1,12,27.0,5750.0,212.96296296296296,1-3-5-7-9-12*
