,Source,Target,Travel_time,Demand,Demand_per_minute,Routes
0,0,1,8.0,800.0,100.0,0-1*
1,0,2,10.0,1300.0,130.0,0-1-2*
3,0,2,25.0,3420.0,136.8,0-1-4-3-5-2*
311,0,2,23.0,3420.0,148.69565217391303,0-1-4-3-5-2*
2,0,2,18.0,2900.0,161.11111111111111,0-1-3-5-2*
6,0,3,18.0,1460.0,81.11111111111111,0-1-4-3*
4,0,3,11.0,1160.0,105.45454545454545,0-1-3*
5,0,3,17.0,2900.0,170.58823529411765,0-1-2-5-3*
7,0,4,14.0,1000.0,71.42857142857143,0-1-4*
8,0,4,15.0,1460.0,97.33333333333333,0-1-3-4*
9,0,4,21.0,3420.0,162.85714285714286,0-1-2-5-3-4*
12,0,5,22.0,2420.0,110.0,0-1-4-3-5*
11,0,5,15.0,2020.0,134.66666666666666,0-1-3-5*
799,0,5,49.0,8740.0,178.3673469387755,0-1-3-11-10-9-7-14-5*
10,0,5,13.0,2320.0,178.46153846153845,0-1-2-5*
797,0,5,46.0,8740.0,190.0,0-1-3-11-10-9-7-5*
798,0,5,22.0,9500.0,431.8181818181818,0-1-4-3-11-10-9-7-5*
800,0,5,22.0,9500.0,431.8181818181818,0-1-4-3-11-10-9-7-14-5*
926,0,6,47.0,3380.0,71.91489361702128,0-1-3-5-7-14-6*
17,0,6,27.0,3100.0,114.81481481481481,0-1-4-3-5-14-6*
15,0,6,20.0,2650.0,132.5,0-1-3-5-14-6*
22,0,6,43.0,5770.0,134.1860465116279,0-1-3-11-10-9-6*
928,0,6,27.0,3880.0,143.7037037037037,0-1-4-3-5-7-14-6*
30,0,6,50.0,7230.0,144.6,0-1-3-11-10-12-9-6*
25,0,6,43.0,6430.0,149.53488372093022,0-1-4-3-11-10-9-6*
929,0,6,48.0,7960.0,165.83333333333334,0-1-3-5-14-7-9-6*
13,0,6,18.0,3030.0,168.33333333333334,0-1-2-5-14-6*
16,0,6,19.0,3380.0,177.89473684210526,0-1-3-5-7-14-6*
