,Source,Target,Travel_time,Demand,Demand_per_minute,Routes
4,0,1,26.0,6430.0,247.30769230769232,0-50-17-9-1*
0,0,1,23.0,7190.0,312.60869565217394,0-50-17-59-1*
6,0,1,26.0,10100.0,388.46153846153845,0-50-43-17-9-1*
7,0,1,26.0,10610.0,408.0769230769231,0-2-50-17-9-1*
681,0,1,24.0,10100.0,420.8333333333333,0-50-43-17-9-1*
2,0,1,26.0,11740.0,451.53846153846155,0-2-50-17-59-1*
1,0,1,24.0,11700.0,487.5,0-50-43-17-59-1*
683,0,1,26.0,13630.0,524.2307692307693,0-50-17-10-16-1*
9,0,1,26.0,14930.0,574.2307692307693,0-2-50-43-17-9-1*
682,0,1,26.0,16900.0,650.0,0-2-50-43-17-59-1*
5,0,1,26.0,17870.0,687.3076923076923,0-50-43-20-55-16-1*
3,0,1,24.0,16900.0,704.1666666666666,0-2-50-43-17-59-1*
684,0,1,24.0,19110.0,796.25,0-50-43-17-10-16-1*
8,0,1,26.0,23210.0,892.6923076923077,0-2-50-43-20-55-16-1*
12,0,2,10.0,1640.0,164.0,0-23-2*
10,0,2,4.0,710.0,177.5,0-2*
11,0,2,9.0,1740.0,193.33333333333334,0-50-2*
1365,0,2,16.0,3130.0,195.625,0-50-23-2*
14,0,2,18.0,3600.0,200.0,0-3-23-2*
1366,0,2,30.0,9800.0,326.6666666666667,0-50-43-61-14-2*
13,0,2,16.0,5690.0,355.625,0-69-23-2*
1369,0,2,26.0,13150.0,505.7692307692308,0-50-33-43-61-14-2*
1368,0,2,26.0,14360.0,552.3076923076923,0-50-17-43-61-14-2*
1367,0,2,22.0,15030.0,683.1818181818181,0-50-13-43-61-14-2*
1370,0,2,25.0,18870.0,754.8,0-50-13-33-43-61-14-2*
15,0,3,7.0,970.0,138.57142857142858,0-3*
17,0,3,9.0,1940.0,215.55555555555554,0-23-3*
16,0,3,8.0,2470.0,308.75,0-69-3*
2046,0,3,15.0,4940.0,329.3333333333333,0-69-23-3*
2047,0,3,15.0,5000.0,333.3333333333333,0-69-48-3*
21,0,3,13.0,5890.0,453.0769230769231,0-23-29-3*
22,0,3,13.0,5980.0,460.0,0-69-66-3*
18,0,3,10.0,4940.0,494.0,0-23-69-3*
19,0,3,12.0,6120.0,510.0,0-69-29-3*
24,0,3,14.0,9770.0,697.8571428571429,0-23-29-69-3*
23,0,3,13.0,9570.0,736.1538461538462,0-23-69-66-3*
20,0,3,12.0,9770.0,814.1666666666666,0-23-69-29-3*
2045,0,3,10.0,9570.0,957.0,0-23-69-66-3*
2044,0,3,10.0,9770.0,977.0,0-23-69-29-3*
33,0,4,32.0,14020.0,438.125,0-50-33-58-41-12-4*
34,0,4,31.0,13710.0,442.258064516129,0-50-33-58-41-25-4*
27,0,4,32.0,15440.0,482.5,0-3-38-36-41-12-4*
29,0,4,32.0,16180.0,505.625,0-69-19-36-41-12-4*
25,0,4,31.0,16360.0,527.741935483871,0-69-38-36-41-12-4*
2714,0,4,32.0,17090.0,534.0625,0-50-33-58-34-25-4*
2716,0,4,32.0,17280.0,540.0,0-69-19-36-41-25-4*
30,0,4,31.0,17280.0,557.4193548387096,0-69-19-36-41-25-4*
2717,0,4,32.0,17890.0,559.0625,0-3-38-36-41-25-4*
28,0,4,31.0,17890.0,577.0967741935484,0-3-38-36-41-25-4*
26,0,4,31.0,18730.0,604.1935483870968,0-69-38-36-41-25-4*
31,0,4,32.0,23200.0,725.0,0-69-38-36-45-41-12-4*
2715,0,4,32.0,26160.0,817.5,0-69-38-36-45-41-25-4*
32,0,4,31.0,26160.0,843.8709677419355,0-69-38-36-45-41-25-4*
35,0,5,17.0,5700.0,335.29411764705884,0-69-18-5*
43,0,5,19.0,6660.0,350.5263157894737,0-3-19-54-5*
36,0,5,18.0,7160.0,397.77777777777777,0-3-66-54-5*
38,0,5,18.0,8210.0,456.1111111111111,0-69-19-54-5*
39,0,5,19.0,9730.0,512.1052631578947,0-69-18-54-5*
44,0,5,19.0,9760.0,513.6842105263158,0-3-66-18-5*
37,0,5,18.0,9430.0,523.8888888888889,0-69-66-54-5*
3377,0,5,19.0,10130.0,533.1578947368421,0-69-18-65-5*
40,0,5,19.0,10300.0,542.1052631578947,0-23-69-18-5*
3376,0,5,18.0,9850.0,547.2222222222222,0-69-66-18-5*
3378,0,5,19.0,11930.0,627.8947368421053,0-69-3-66-54-5*
42,0,5,18.0,13350.0,741.6666666666666,0-23-69-19-54-5*
41,0,5,18.0,14280.0,793.3333333333334,0-23-69-66-54-5*
45,0,6,27.0,12560.0,465.18518518518516,0-50-33-58-35-6*
4019,0,6,30.0,15430.0,514.3333333333334,0-50-33-58-51-56-6*
49,0,6,30.0,16600.0,553.3333333333334,0-2-50-33-58-35-6*
53,0,6,30.0,16840.0,561.3333333333334,0-50-43-33-58-35-6*
47,0,6,29.0,16450.0,567.2413793103449,0-50-33-58-51-35-6*
46,0,6,29.0,17400.0,600.0,0-50-13-33-58-35-6*
4021,0,6,30.0,18110.0,603.6666666666666,0-50-33-58-34-35-6*
4023,0,6,30.0,20850.0,695.0,0-2-50-33-58-51-35-6*
4020,0,6,29.0,20270.0,698.9655172413793,0-50-13-33-58-51-56-6*
51,0,6,29.0,20850.0,718.9655172413793,0-2-50-33-58-51-35-6*
54,0,6,29.0,21560.0,743.448275862069,0-50-43-33-58-51-35-6*
50,0,6,29.0,21880.0,754.4827586206897,0-2-50-13-33-58-35-6*
48,0,6,29.0,22000.0,758.6206896551724,0-50-13-33-58-51-35-6*
4022,0,6,29.0,23500.0,810.3448275862069,0-50-13-33-58-34-35-6*
52,0,6,29.0,26840.0,925.5172413793103,0-2-50-13-33-58-51-35-6*
63,0,7,36.0,18940.0,526.1111111111111,0-50-33-58-41-12-4-7*
64,0,7,35.0,19290.0,551.1428571428571,0-50-33-58-41-25-4-7*
57,0,7,36.0,21050.0,584.7222222222222,0-3-38-36-41-12-4-7*
4669,0,7,36.0,22140.0,615.0,0-50-33-58-34-25-4-7*
59,0,7,36.0,22290.0,619.1666666666666,0-69-19-36-41-12-4-7*
55,0,7,35.0,22370.0,639.1428571428571,0-69-38-36-41-12-4-7*
4671,0,7,36.0,24050.0,668.0555555555555,0-69-19-36-41-25-4-7*
4672,0,7,36.0,24160.0,671.1111111111111,0-3-38-36-41-25-4-7*
60,0,7,35.0,24050.0,687.1428571428571,0-69-19-36-41-25-4-7*
58,0,7,35.0,24160.0,690.2857142857143,0-3-38-36-41-25-4-7*
56,0,7,35.0,25400.0,725.7142857142857,0-69-38-36-41-25-4-7*
61,0,7,36.0,30250.0,840.2777777777778,0-69-38-36-45-41-12-4-7*
4670,0,7,36.0,33870.0,940.8333333333334,0-69-38-36-45-41-25-4-7*
62,0,7,35.0,33870.0,967.7142857142857,0-69-38-36-45-41-25-4-7*
69,0,8,24.0,10280.0,428.3333333333333,0-50-17-55-8*
67,0,8,24.0,10480.0,436.6666666666667,0-50-17-10-8*
68,0,8,24.0,13710.0,571.25,0-50-43-20-10-8*
66,0,8,23.0,13300.0,578.2608695652174,0-50-43-20-52-8*
5299,0,8,25.0,14850.0,594.0,0-50-43-17-55-8*
70,0,8,25.0,14960.0,598.4,0-50-43-17-10-8*
5298,0,8,25.0,15320.0,612.8,0-50-13-20-52-8*
65,0,8,23.0,14220.0,618.2608695652174,0-50-43-20-55-8*
71,0,8,24.0,14850.0,618.75,0-50-43-17-55-8*
73,0,8,25.0,15680.0,627.2,0-50-13-20-55-8*
74,0,8,23.0,15320.0,666.0869565217391,0-50-13-20-52-8*
72,0,8,25.0,20330.0,813.2,0-50-43-20-55-10-8*
75,0,9,21.0,3840.0,182.85714285714286,0-50-17-9*
77,0,9,22.0,5690.0,258.6363636363636,0-50-17-59-9*
81,0,9,24.0,6890.0,287.0833333333333,0-2-50-17-9*
76,0,9,22.0,6400.0,290.90909090909093,0-50-43-17-9*
79,0,9,23.0,8140.0,353.9130434782609,0-50-17-59-68-9*
78,0,9,22.0,9100.0,413.6363636363636,0-50-43-17-59-9*
5927,0,9,24.0,10040.0,418.3333333333333,0-2-50-17-59-9*
5928,0,9,24.0,10100.0,420.8333333333333,0-2-50-43-17-9*
83,0,9,22.0,10040.0,456.3636363636364,0-2-50-17-59-9*
82,0,9,22.0,10100.0,459.09090909090907,0-2-50-43-17-9*
80,0,9,23.0,12370.0,537.8260869565217,0-50-43-17-59-68-9*
5926,0,9,22.0,12370.0,562.2727272727273,0-50-43-17-59-68-9*
5929,0,9,24.0,14100.0,587.5,0-2-50-43-17-59-9*
84,0,9,22.0,14100.0,640.9090909090909,0-2-50-43-17-59-9*
85,0,10,19.0,5510.0,290.0,0-50-17-10*
86,0,10,19.0,7440.0,391.57894736842104,0-50-43-20-10*
90,0,10,21.0,8390.0,399.5238095238095,0-50-13-20-10*
93,0,10,22.0,9230.0,419.54545454545456,0-2-50-17-10*
87,0,10,20.0,9010.0,450.5,0-50-43-17-10*
89,0,10,21.0,10120.0,481.9047619047619,0-50-17-55-10*
6550,0,10,22.0,12080.0,549.0909090909091,0-2-50-43-20-10*
88,0,10,20.0,12680.0,634.0,0-50-43-20-55-10*
94,0,10,19.0,12080.0,635.7894736842105,0-2-50-43-20-10*
6549,0,10,21.0,13770.0,655.7142857142857,0-50-13-20-55-10*
91,0,10,20.0,13770.0,688.5,0-50-13-20-55-10*
92,0,10,21.0,14660.0,698.0952380952381,0-50-43-17-55-10*
6548,0,10,20.0,14660.0,733.0,0-50-43-17-55-10*
95,0,11,24.0,5500.0,229.16666666666666,0-50-17-59-11*
96,0,11,24.0,7130.0,297.0833333333333,0-50-17-9-11*
103,0,11,25.0,8540.0,341.6,0-50-17-59-68-11*
99,0,11,25.0,9440.0,377.6,0-50-17-59-9-11*
97,0,11,25.0,9770.0,390.8,0-50-43-17-59-11*
100,0,11,25.0,10370.0,414.8,0-50-17-9-68-11*
7168,0,11,25.0,10560.0,422.4,0-50-43-17-9-11*
98,0,11,24.0,10560.0,440.0,0-50-43-17-9-11*
104,0,11,25.0,12960.0,518.4,0-50-17-59-9-68-11*
101,0,11,25.0,13720.0,548.8,0-50-43-17-59-9-11*
102,0,11,25.0,14620.0,584.8,0-50-43-17-9-68-11*
109,0,12,27.0,11130.0,412.22222222222223,0-50-33-58-41-12*
107,0,12,27.0,11320.0,419.25925925925924,0-69-19-36-41-12*
113,0,12,28.0,11990.0,428.2142857142857,0-3-19-36-41-12*
106,0,12,27.0,12920.0,478.51851851851853,0-3-38-36-41-12*
105,0,12,26.0,12520.0,481.53846153846155,0-69-38-36-41-12*
7776,0,12,27.0,16440.0,608.8888888888889,0-69-19-36-41-25-12*
