,Source,Target,Travel_time,Demand,Demand_per_minute,Routes
0,0,1,1.0,1080.0,1080.0,0-1*
1,0,2,7.0,3410.0,487.14285714285717,0-80-45-2*
2,0,2,6.0,3410.0,568.3333333333334,0-80-45-2*
422,0,2,8.0,3410.0,426.25,0-80-45-2*
3,0,3,20.0,8630.0,431.5,0-80-45-2-15-3*
4,0,3,9.0,8630.0,958.8888888888889,0-80-45-2-15-3*
618,0,3,12.0,8630.0,719.1666666666666,0-80-45-2-15-3*
619,0,3,10.0,8630.0,863.0,0-80-45-2-15-3*
5,0,4,21.0,41230.0,1963.3333333333333,0-80-63-8-49-52-89-42-5-36-4*
6,0,4,18.0,34410.0,1911.6666666666667,0-80-63-8-49-52-89-64-36-4*
805,0,4,26.0,34810.0,1338.8461538461538,0-80-45-2-15-18-92-64-36-4*
806,0,4,21.0,34810.0,1657.6190476190477,0-80-45-2-15-18-92-64-36-4*
7,0,5,17.0,27910.0,1641.764705882353,0-80-63-8-49-52-89-42-5*
8,0,5,16.0,27910.0,1744.375,0-80-63-8-49-52-89-42-5*
1018,0,5,22.0,27700.0,1259.090909090909,0-80-63-8-49-52-89-11-5*
1019,0,5,19.0,27700.0,1457.8947368421052,0-80-63-8-49-52-89-11-5*
9,0,6,17.0,12510.0,735.8823529411765,0-80-45-2-94-6*
10,0,6,9.0,12510.0,1390.0,0-80-45-2-94-6*
1210,0,6,21.0,12510.0,595.7142857142857,0-80-45-2-94-6*
1211,0,6,16.0,12510.0,781.875,0-80-45-2-94-6*
11,0,7,13.0,10700.0,823.0769230769231,0-80-38-12-103-7*
12,0,7,12.0,10700.0,891.6666666666666,0-80-38-12-103-7*
1412,0,7,18.0,11350.0,630.5555555555555,0-80-38-12-41-7*
1413,0,7,14.0,11350.0,810.7142857142857,0-80-38-12-41-7*
13,0,8,9.0,4000.0,444.44444444444446,0-80-63-8*
14,0,8,7.0,4000.0,571.4285714285714,0-80-63-8*
1612,0,8,10.0,4000.0,400.0,0-80-63-8*
1613,0,8,8.0,4000.0,500.0,0-80-63-8*
15,0,9,25.0,15440.0,617.6,0-80-45-2-15-3-9*
16,0,9,14.0,15440.0,1102.857142857143,0-80-45-2-15-3-9*
1808,0,9,15.0,15440.0,1029.3333333333333,0-80-45-2-15-3-9*
1809,0,9,13.0,15440.0,1187.6923076923076,0-80-45-2-15-3-9*
17,0,10,15.0,17590.0,1172.6666666666667,0-80-38-12-16-70-10*
18,0,10,14.0,17590.0,1256.4285714285713,0-80-38-12-16-70-10*
2006,0,10,21.0,15510.0,738.5714285714286,0-80-38-12-41-7-10*
2007,0,10,18.0,15510.0,861.6666666666666,0-80-38-12-41-7-10*
19,0,11,19.0,21210.0,1116.3157894736842,0-80-63-8-49-52-89-11*
20,0,11,16.0,21210.0,1325.625,0-80-63-8-49-52-89-11*
2195,0,11,21.0,21210.0,1010.0,0-80-63-8-49-52-89-11*
2196,0,11,18.0,21210.0,1178.3333333333333,0-80-63-8-49-52-89-11*
21,0,12,7.0,5220.0,745.7142857142857,0-80-38-12*
22,0,12,5.0,5220.0,1044.0,0-80-38-12*
2377,0,12,10.0,5220.0,522.0,0-80-38-12*
2378,0,12,8.0,5220.0,652.5,0-80-38-12*
23,0,13,12.0,4680.0,390.0,0-65-50-13*
24,0,13,8.0,4680.0,585.0,0-65-50-13*
2576,0,13,6.0,4680.0,780.0,0-65-50-13*
25,0,14,28.0,31580.0,1127.857142857143,0-39-17-27-21-46-51-31-14*
26,0,14,15.0,35640.0,2376.0,0-39-17-27-94-83-3-22-31-14*
2789,0,14,23.0,26370.0,1146.5217391304348,0-80-45-2-15-3-19-31-14*
2790,0,14,18.0,26370.0,1465.0,0-80-45-2-15-3-19-31-14*
27,0,15,8.0,4580.0,572.5,0-80-45-2-15*
28,0,15,7.0,4580.0,654.2857142857143,0-80-45-2-15*
3000,0,15,9.0,4580.0,508.8888888888889,0-80-45-2-15*
29,0,16,11.0,9680.0,880.0,0-80-38-12-16*
30,0,16,7.0,9680.0,1382.857142857143,0-80-38-12-16*
3182,0,16,14.0,9680.0,691.4285714285714,0-80-38-12-16*
31,0,17,6.0,2400.0,400.0,0-39-17*
32,0,17,2.0,2400.0,1200.0,0-39-17*
3381,0,17,5.0,2400.0,480.0,0-39-17*
33,0,18,21.0,9330.0,444.2857142857143,0-80-45-2-15-18*
34,0,18,10.0,9330.0,933.0,0-80-45-2-15-18*
3578,0,18,18.0,9330.0,518.3333333333334,0-80-45-2-15-18*
3579,0,18,11.0,9330.0,848.1818181818181,0-80-45-2-15-18*
35,0,19,24.0,15790.0,657.9166666666666,0-80-45-2-94-85-19*
36,0,19,16.0,13560.0,847.5,0-80-45-2-15-3-19*
37,0,19,15.0,13560.0,904.0,0-80-45-2-15-3-19*
3770,0,19,14.0,13560.0,968.5714285714286,0-80-45-2-15-3-19*
3771,0,19,11.0,13560.0,1232.7272727272727,0-80-45-2-15-3-19*
38,0,20,9.0,5690.0,632.2222222222222,0-39-17-20*
39,0,20,3.0,5690.0,1896.6666666666667,0-39-17-20*
3953,0,20,6.0,5690.0,948.3333333333334,0-39-17-20*
40,0,21,13.0,8180.0,629.2307692307693,0-39-17-27-21*
41,0,21,7.0,8180.0,1168.5714285714287,0-39-17-27-21*
4171,0,21,10.0,6240.0,624.0,0-65-50-13-21*
4172,0,21,8.0,6240.0,780.0,0-65-50-13-21*
42,0,22,23.0,20150.0,876.0869565217391,0-80-45-2-94-6-22*
43,0,22,14.0,20150.0,1439.2857142857142,0-80-45-2-94-6-22*
4364,0,22,22.0,15800.0,718.1818181818181,0-80-45-2-15-3-22*
4365,0,22,13.0,15800.0,1215.3846153846155,0-80-45-2-15-3-22*
44,0,23,26.0,21000.0,807.6923076923077,0-80-45-2-94-85-19-23*
45,0,23,17.0,20500.0,1205.8823529411766,0-80-45-2-15-3-9-23*
46,0,23,16.0,20500.0,1281.25,0-80-45-2-15-3-9-23*
4572,0,23,15.0,20500.0,1366.6666666666667,0-80-45-2-15-3-9-23*
47,0,24,22.0,19270.0,875.9090909090909,0-39-17-27-21-86-24*
48,0,24,15.0,19270.0,1284.6666666666667,0-39-17-27-21-86-24*
4771,0,24,17.0,17570.0,1033.5294117647059,0-80-45-2-94-6-24*
4772,0,24,15.0,17570.0,1171.3333333333333,0-80-45-2-94-6-24*
49,0,25,16.0,20070.0,1254.375,0-80-38-12-16-70-25*
50,0,25,15.0,20070.0,1338.0,0-80-38-12-16-70-25*
4969,0,25,22.0,16380.0,744.5454545454545,0-80-38-12-41-7-25*
4970,0,25,19.0,16380.0,862.1052631578947,0-80-38-12-41-7-25*
51,0,26,21.0,35280.0,1680.0,0-80-63-8-91-100-67-92-44-26*
52,0,26,19.0,35280.0,1856.842105263158,0-80-63-8-91-100-67-92-44-26*
5165,0,26,27.0,28800.0,1066.6666666666667,0-80-45-2-15-18-92-44-26*
5166,0,26,25.0,28800.0,1152.0,0-80-45-2-15-18-92-44-26*
53,0,27,9.0,5310.0,590.0,0-39-17-27*
54,0,27,3.0,5310.0,1770.0,0-39-17-27*
5366,0,27,6.0,5310.0,885.0,0-39-17-27*
55,0,28,14.0,8480.0,605.7142857142857,0-65-50-13-28*
56,0,28,12.0,8480.0,706.6666666666666,0-65-50-13-28*
5566,0,28,9.0,8480.0,942.2222222222222,0-65-50-13-28*
57,0,29,24.0,45780.0,1907.5,0-80-63-8-91-100-67-92-44-26-29*
58,0,29,22.0,45780.0,2080.909090909091,0-80-63-8-91-100-67-92-44-26-29*
5773,0,29,27.0,38470.0,1424.8148148148148,0-80-45-2-15-18-92-44-26-29*
5774,0,29,25.0,38470.0,1538.8,0-80-45-2-15-18-92-44-26-29*
59,0,30,22.0,35390.0,1608.6363636363637,0-80-63-8-91-100-67-92-44-30*
60,0,30,20.0,35390.0,1769.5,0-80-63-8-91-100-67-92-44-30*
5969,0,30,27.0,31330.0,1160.3703703703704,0-80-45-2-15-18-92-44-30*
