,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11
0,81.92151967296245,81.92151967296245,81.92151967296245,81.92151967296245,81.43782085899456,81.43782085899456,81.43782085899456,81.43782085899456,82.75830304192698,82.75830304192698,82.75830304192698,82.75830304192698
1,6.630947458249195,8.155059101690778,3.96593413015242,2.9729473934734005,5.230503561721547,4.090692616844494,1.8917135853150526,2.4896598790856688,2.955300005966451,3.730116918669223,6.667954954546418,12.666347106232212
2,4.335280661305049,6.057620815182147,4.3192657370165,1.9260290877229835,4.205672062057299,3.2432815249467666,2.406101638572291,1.7266330790551347,1.511840479463667,1.586489372532257,1.6365975585583772,1.6978400151631177
3,3.9507699114189396,4.7387590459964635,3.367742200754581,1.6794693848907,3.499465100713499,2.657301938904291,2.2566294965074287,1.3676929045326223,1.3112158924886532,1.3578185489811143,1.3844639270998387,1.4129476815395359
4,3.3633174212633654,3.7527555670360626,2.671644578133143,1.4451404824289744,2.8878059815208474,2.190568219086838,1.879660931669244,1.1581102445834428,1.191340759928164,1.234812893056366,1.2592701275905323,1.2848031291934863
5,2.8498220485712373,2.989250890915464,2.1489294585582184,1.2543999012151454,2.3648796776185392,1.8058587466546723,1.5561066215176143,1.0307429040762555,1.102997232957472,1.1447271763604734,1.168187803150818,1.1926490362714166
6,2.3976379995224972,2.392126199237465,1.749745134164427,1.1090857529926343,1.916641064009034,1.489468891069438,1.2987545809301941,0.9486809289076864,1.0332211329207381,1.0737663420866168,1.0965111463609032,1.1202255457938497
7,2.0027519207925253,1.9248955927466578,1.4453085701005655,1.001307967860973,1.5432077236553914,1.2346050461784592,1.0989350307068992,0.8898993890780196,0.9754072077325365,1.0152209488840074,1.0374958899046676,1.0606823134806769
8,1.662689905488911,1.561400112022821,1.2146789900989532,0.9217938003725885,1.2404280425378695,1.0347382320954261,0.9501103004115196,0.8431542210871864,0.9258399548715286,0.9652501994399137,0.9872567484901982,1.0100901080312252
9,1.375791256875065,1.2817200596486444,1.0421081530395893,0.8620800809710236,1.0049180591472984,0.8844511439661922,0.8439033822906241,0.8032658846030302,0.8823249250859646,0.9215008442540965,0.9433853531263738,0.9660212193627942
10,1.1396890231914432,1.0703831298240403,0.9152764628223005,0.8154630185085465,0.8298537671789677,0.7783285430825693,0.77038062957929,0.7680820613239925,0.8434936678702964,0.8825062621427888,0.9043599642039266,0.9268764595331467
11,0.9509835923271859,0.9143302807645521,0.8235638623892074,0.7772109699748594,0.707680421857095,0.7064695131723479,0.7198270415864639,0.7365167830440099,0.8084560410699793,0.8473358332870083,0.8691478689416472,0.8915693278968612
12,0.8063350600819155,0.8019956437786557,0.7577724293475173,0.7443585220125319,0.6277558943644427,0.6588349264928469,0.6835049277739741,0.7079023840628763,0.7766028485789811,0.815317378315508,0.8370354834916537,0.8593961370670452
13,0.7007728063844803,0.7229729527856892,0.7100815574718979,0.7151161795373054,0.5780294978688775,0.6261721898931135,0.6551621028299022,0.6818075800329526,0.7474640607187957,0.7859731467276412,0.8075598815776495,0.8298470172133775
14,0.6277732525286017,0.6679689169095425,0.6742833212467366,0.6885359545730685,0.5469819733313445,0.6015413497454887,0.6312611739779683,0.6578968959846796,0.7206325411343515,0.7588990281101918,0.7803528155308999,0.8025432564542434
15,0.5792440698348267,0.6291726405294835,0.6457648536751776,0.6641183892036264,0.5257352037992319,0.580980564981024,0.609993602538357,0.6359125657713299,0.6958436195097029,0.7338196211875494,0.7551367014779468,0.77720762706999
16,0.5469797615739737,0.6005349341239269,0.6217312659816827,0.6415243938141296,0.5089762151372375,0.5626745245273143,0.5905543590627553,0.615587999089294,0.672880443969952,0.7105146962033839,0.7316704279259162,0.7536122226882824
17,0.5242272224864296,0.5778555873697199,0.6005577548572679,0.6205369887435795,0.4943742533954351,0.5459248172021473,0.5725973795402246,0.5967235201419117,0.6515410777844538,0.6887953323619793,0.7097452959490073,0.7315670873307223
18,0.5064785579945978,0.5586365760601573,0.5813415020932011,0.6009808606835354,0.4810581120923218,0.5303924077983322,0.5559525532457047,0.5791852816843459,0.6316687094733183,0.6685168826655249,0.6892169524569839,0.7108925174338143
19,0.4912975007957208,0.5414665191929741,0.5636153896274327,0.5827160954873285,0.4687376268730387,0.5159420508437165,0.5404473290233947,0.5628542730477936,0.6131210639108702,0.6495169744200313,0.6699606414646595,0.6914586656516407
20,0.4775866225088289,0.5257098165947977,0.5471448323307552,0.5656280111674937,0.4572786853844621,0.5024768194345405,0.5259914013623481,0.5476272440697844,0.5958040484511623,0.6316888401615097,0.6518677076483177,0.6731647026938732
21,0.46486064934545557,0.5110743728438156,0.5317755635149852,0.5496170572126676,0.44658220952455696,0.4899069691560097,0.5125019058701326,0.5333994484203841,0.5795632461695824,0.6149334930515972,0.6348423774152415,0.6559156454338427
22,0.4529487619986156,0.49739601076851114,0.5173752534075606,0.5346112989677433,0.4365649240297287,0.47817205285558595,0.4998973708874419,0.5200823833907725,0.5643016023272615,0.5991892276711337,0.6187721595200942,0.6396157411597605
23,0.44177264339979294,0.4845739678206841,0.5038713295645989,0.5205254425206542,0.42721468125558365,0.4671883270793281,0.48809964114795407,0.5076305588330068,0.5499477464264396,0.5843283577034906,0.6036002918235304,0.6242158364650184
24,0.431271647484482,0.4725454981163117,0.49118530908898267,0.5072890347442061,0.41846283314650207,0.45689077678109696,0.4770364633343854,0.49596129871808053,0.5364385422767666,0.5702856166706247,0.5892507466641338,0.6096283930608479
25,0.4214366344385774,0.4612755692939668,0.4792485433690908,0.4948426822656135,0.41024116679907124,0.44722003377485176,0.4666758461658248,0.4850009097145682,0.5237144796934915,0.5570042017574102,0.5756901483699544,0.5958284052066741
26,0.4122239107650991,0.450675650777598,0.468039097724547,0.48312206704454835,0.40249895409181785,0.43813560798493933,0.45694172870090044,0.47470254966712927,0.5117111865800803,0.5444342258458646,0.562832978117707,0.5827224317380532
