113 10.9071566731141
115 10.8749194068343
93 12.0251450676983
104 11.177304964539
100 11.186976144423
190 10.247582205029
213 10.2185686653772
165 10.2488716956802
132 10.672469374597
125 10.7549967762734
123 10.7743391360413
80 13.6834300451322
90 12.0444874274662
84 12.8085106382979
237 10.1863313990974
238 10.1798839458414
74 16.8755641521599
76 16.3056092843327
99 11.5577047066409
83 13.2256608639587
107 11.1353965183752
111 11.1031592520954
133 10.5003223726628
135 10.4809800128949
145 10.3359123146357
160 10.2637008381689
97 11.9735654416505
